Entity,Time,Value
Sweden,1974,76586494.8898982
Eswatini,1974,3532128.36842073
Seychelles,1974,1730000.0
Syrian Arab Republic,1974,10000.0
Chad,1974,13800000.0
East Asia & Pacific (IDA & IBRD countries),1974,1164907900.89541
Europe & Central Asia (IDA & IBRD countries),1974,64000000.0
Togo,1974,-44328180.6901005
Thailand,1974,188288646.4
Latin America & the Caribbean (IDA & IBRD countries),1974,1904617447.25043
"Middle East, North Africa, Afghanistan & Pakistan (IDA & IBRD)",1974,703810353.69899
Tonga,1974,0.0
South Asia (IDA & IBRD),1974,61309999.8
Sub-Saharan Africa (IDA & IBRD countries),1974,1416784680.99358
Trinidad and Tobago,1974,120152999.9
Tunisia,1974,28000000.0
Turkiye,1974,64000000.0
Tanzania,1974,-2060000.0
Uganda,1974,1700000.0
Upper middle income,1974,3998356041.96693
Uruguay,1974,-80000.0
United States,1974,3540000000.0
"Venezuela, RB",1974,-430000000.0
British Virgin Islands,1974,-7730000.0
Viet Nam,1974,1250000.0
Vanuatu,1974,1790000.0
World,1974,24129828712.2757
Samoa,1974,160000.0
South Africa,1974,696123636.2673
Zambia,1974,38000000.0
Zimbabwe,1974,33350000.0
Africa Eastern and Southern,1975,316834707.284757
Africa Western and Central,1975,969105150.470566
Angola,1975,50000.0
Arab World,1975,1474964060.39274
United Arab Emirates,1975,15949999.9
Argentina,1975,55590000.0
Australia,1975,449028697.2
Austria,1975,79109999.9
Burundi,1975,320000.0
Belgium,1975,954600000.0
Benin,1975,1889760.24940719
Burkina Faso,1975,300000.0
Bangladesh,1975,1543333.3
Bahrain,1975,1320000.0
"Bahamas, The",1975,17579999.9
Bolivia,1975,61596999.9
Brazil,1975,1302000000.0
Barbados,1975,4489152.48326658
Brunei Darussalam,1975,850000.0
Botswana,1975,-38268702.2467827
Central African Republic,1975,5599999.9
Canada,1975,3386183402.57977
Central Europe and the Baltics,1975,0.0
Chile,1975,50000000.0
Cote d'Ivoire,1975,69060000.0
Cameroon,1975,27100000.0
"Congo, Dem. Rep.",1975,9119999.9
"Congo, Rep.",1975,15400000.0
Colombia,1975,37068850.0
Costa Rica,1975,69022010.0
Caribbean small states,1975,116987131.611015
Cayman Islands,1975,2540000.0
Cyprus,1975,18100000.0
Germany,1975,690496822.87674
Djibouti,1975,160000.0
Denmark,1975,266942015.475092
Dominican Republic,1975,63900000.0
Algeria,1975,119000000.0
East Asia & Pacific (excluding high income),1975,1873082205.89357
Early-demographic dividend,1975,5340130963.96782
East Asia & Pacific,1975,3396343571.5537
Europe & Central Asia (excluding high income),1975,114000000.0
Europe & Central Asia,1975,10273246606.2697
Ecuador,1975,95299999.9
"Egypt, Arab Rep.",1975,8000000.0
Euro area,1975,6247329414.46466
Spain,1975,682635310.557578
European Union,1975,6594486584.5167
Fragile and conflict affected situations,1975,435463580.534878
Finland,1975,68270104.6169261
Fiji,1975,14100000.0
France,1975,1563849883.25955
Gabon,1975,166900000.0
United Kingdom,1975,3318535789.63079
Ghana,1975,70869954.9990845
Guinea,1975,870000.0
"Gambia, The",1975,100000.0
Guinea-Bissau,1975,-130000.0
Greece,1975,24000000.0
Guatemala,1975,80000000.0
Guyana,1975,800000.0
High income,1975,19701948478.0888
"Hong Kong SAR, China",1975,377359617.8
Honduras,1975,7000000.0
Heavily indebted poor countries (HIPC),1975,513134920.599953
Haiti,1975,2640000.000528
IBRD only,1975,4911047631.04849
IDA & IBRD total,1975,6386014546.48053
IDA total,1975,1039086570.58909
IDA blend,1975,680207831.59808
Indonesia,1975,1292059999.9
IDA only,1975,358878738.991013
India,1975,-10326246.7051639
Ireland,1975,158169999.9
"Iran, Islamic Rep.",1975,494399999.9
Iraq,1975,-44920000.0
Iceland,1975,42399999.9
Israel,1975,45000000.0
Italy,1975,644515567.897932
Jamaica,1975,61399999.9
Jordan,1975,25641693.8912574
Japan,1975,226000000.0
Kenya,1975,17158747.4682439
Cambodia,1975,270000.0
"Korea, Rep.",1975,6000000.0
Kuwait,1975,250000.0
Latin America & Caribbean (excluding high income),1975,2355571849.60053
Lao PDR,1975,240000.0
Lebanon,1975,5040000.0
Liberia,1975,180410000.0
Libya,1975,-576299999.9
Latin America & Caribbean,1975,3033600991.31154
Least developed countries: UN classification,1975,263836072.957929
Low income,1975,308183582.434761
Sri Lanka,1975,142711.034
Lower middle income,1975,970965435.140427
Low & middle income,1975,5949334201.63758
Lesotho,1975,0.0
Late-demographic dividend,1975,2522582600.89835
Morocco,1975,5019999.9
Madagascar,1975,4572770.62885884
Maldives,1975,1970000.0
"Middle East, North Africa, Afghanistan & Pakistan",1975,2164829655.65945
Mexico,1975,458411000.0
Middle income,1975,5641150619.20282
Mali,1975,2613001.8263408
Malta,1975,15853077.5306963
Myanmar,1975,3310000.0
"Middle East, North Africa, Afghanistan & Pakistan (excluding high income)",1975,106181693.791257
Mozambique,1975,6669999.9
Mauritania,1975,-122702517.736017
Mauritius,1975,3899999.9
Malawi,1975,22109999.9
Malaysia,1975,350491202.931934
North America,1975,5696183402.57977
Niger,1975,22555805.050949
Nigeria,1975,470120000.0
Nicaragua,1975,10900000.0
Netherlands,1975,1232377357.41231
Norway,1975,219677309.752939
New Zealand,1975,138169999.9
OECD members,1975,17430030565.9495
Oman,1975,106253619.300097
Other small states,1975,102282161.560533
Pakistan,1975,25000000.0
Peru,1975,81105000.0
Philippines,1975,114000000.0
Papua New Guinea,1975,-2230000.0
Pre-demographic dividend,1975,798736713.168584
Portugal,1975,115351290.512931
Paraguay,1975,24400000.0
Pacific island small states,1975,25224773.9570606
Post-demographic dividend,1975,17145483604.7236
French Polynesia,1975,30000.0
Qatar,1975,9119999.9
Romania,1975,0.0
Rwanda,1975,3000000.0
South Asia,1975,-6670202.3711639
Saudi Arabia,1975,1864901265.2374
Sudan,1975,1300000.0
Senegal,1975,22537140.7521894
Singapore,1975,291823050.760134
Solomon Islands,1975,7854773.95706057
Sierra Leone,1975,10100000.0
El Salvador,1975,13100000.0
"Somalia, Fed. Rep.",1975,11789999.9
Sub-Saharan Africa (excluding high income),1975,1281359857.75532
Sub-Saharan Africa,1975,1285939857.75532
Small states,1975,244494067.128608
Sao Tome and Principe,1975,0.0
Suriname,1975,1159999.9
Sweden,1975,80215154.576941
Eswatini,1975,14469084.2298365
Seychelles,1975,4580000.0
Syrian Arab Republic,1975,140000.0
Chad,1975,20300000.0
East Asia & Pacific (IDA & IBRD countries),1975,1873082205.89357
Europe & Central Asia (IDA & IBRD countries),1975,114000000.0
Togo,1975,5212005.42861192
Thailand,1975,85626229.2045746
Latin America & the Caribbean (IDA & IBRD countries),1975,3013480991.41154
"Middle East, North Africa, Afghanistan & Pakistan (IDA & IBRD)",1975,106181693.791257
Tonga,1975,0.0
South Asia (IDA & IBRD),1975,-6670202.3711639
Sub-Saharan Africa (IDA & IBRD countries),1975,1285939857.75532
Trinidad and Tobago,1975,92957979.3277485
Tunisia,1975,45000000.0
Turkiye,1975,114000000.0
Tanzania,1975,-870000.0
Uganda,1975,2100000.0
Upper middle income,1975,4670185184.06239
Uruguay,1975,22640000.0
United States,1975,2310000000.0
"Venezuela, RB",1975,418000000.0
Viet Nam,1975,4089999.9
Vanuatu,1975,3250000.0
World,1975,25843473882.7584
Samoa,1975,20000.0
South Africa,1975,187962807.7046
Zambia,1975,38000000.0
Zimbabwe,1975,28870000.0
Africa Eastern and Southern,1976,411261082.713661
Afghanistan,1976,40000.0
Africa Western and Central,1976,605378805.497151
Angola,1976,-1169999.9
Arab World,1976,406538235.221491
United Arab Emirates,1976,49430000.0
Argentina,1976,244680000.0
Australia,1976,1047313646.6
Austria,1976,91230000.0
Burundi,1976,80000.0
Belgium,1976,871789999.9
Benin,1976,2452390.82596359
Burkina Faso,1976,2049999.9
Bangladesh,1976,5419999.9
Bahrain,1976,3210000.0
"Bahamas, The",1976,14600000.0
Bolivia,1976,-8100000.0
Brazil,1976,1555000000.0
Barbados,1976,6897500.0
Brunei Darussalam,1976,-30890000.0
Botswana,1976,11270002.8304612
Central African Republic,1976,3700000.0
Canada,1976,2450721215.75787
Central Europe and the Baltics,1976,6000000.0
Chile,1976,-1000000.0
Cote d'Ivoire,1976,44780000.0
Cameroon,1976,16399999.9
"Congo, Dem. Rep.",1976,238430000.0
"Congo, Rep.",1976,2379999.9
Colombia,1976,25000000.0
Costa Rica,1976,61952010.0
Caribbean small states,1976,162720408.640249
Cayman Islands,1976,41009999.9
Cyprus,1976,32399852.8125131
Germany,1976,1321369937.5521
Djibouti,1976,-30000.0
Dominica,1976,0.0
Denmark,1976,-190295662.759812
Dominican Republic,1976,60000000.0
Algeria,1976,187000000.0
East Asia & Pacific (excluding high income),1976,1404340314.5379
Early-demographic dividend,1976,1366345486.15829
East Asia & Pacific,1976,3451126412.42471
Europe & Central Asia (excluding high income),1976,10000000.0
Europe & Central Asia,1976,8273499392.19448
Ecuador,1976,-19900000.0
"Egypt, Arab Rep.",1976,61000000.0
Euro area,1976,5074944909.35443
Spain,1976,477622019.881708
European Union,1976,4895513546.8622
Fragile and conflict affected situations,1976,82121246.6943394
Finland,1976,57984170.9085386
Fiji,1976,7330000.0
France,1976,977422843.564051
Gabon,1976,38700000.0
United Kingdom,1976,3006207709.47437
Ghana,1976,-18260969.9999066
Guinea,1976,-700000.0
"Gambia, The",1976,900000.0
Greece,1976,305000000.0
Guatemala,1976,12500000.0
Guyana,1976,5009999.9
High income,1976,15740113364.8595
"Hong Kong SAR, China",1976,255361829.7
Honduras,1976,5250000.0
Heavily indebted poor countries (HIPC),1976,541019849.465993
Haiti,1976,7780000.001556
IBRD only,1976,4054732884.01899
IDA & IBRD total,1976,5057396784.90478
IDA total,1976,1032065110.30856
IDA blend,1976,525820978.362792
Indonesia,1976,747590000.0
IDA only,1976,506244131.945772
India,1976,-7706430.54257424
Ireland,1976,172680000.0
"Iran, Islamic Rep.",1976,-101590000.0
Iraq,1976,1350000.0
Iceland,1976,4500000.0
Israel,1976,47000000.0
Italy,1976,109235548.026999
Jamaica,1976,-600000.0
Jordan,1976,-7530498.54168533
Japan,1976,113000000.0
Kenya,1976,46371850.8569701
"Korea, Rep.",1976,81000000.0
Kuwait,1976,-510000.0
Latin America & Caribbean (excluding high income),1976,2736868465.29213
Lebanon,1976,7490000.0
Liberia,1976,83170000.0
Libya,1976,262850000.0
St. Lucia,1976,2998465.39057628
Latin America & Caribbean,1976,2112442418.34181
Least developed countries: UN classification,1976,489729102.145679
Low income,1976,396248472.650588
Sri Lanka,1976,1000.0
Lower middle income,1976,963945806.11377
Low & middle income,1976,5081787994.42756
Lesotho,1976,0.0
Late-demographic dividend,1976,2745845365.37034
"Macao SAR, China",1976,1220000.0
Morocco,1976,38014962.7431903
Madagascar,1976,1381044.46728693
Maldives,1976,180000.0
"Middle East, North Africa, Afghanistan & Pakistan",1976,364727115.112425
Mexico,1976,731451000.0
Middle income,1976,4685539521.77697
Mali,1976,2573754.87707782
Malta,1976,14113136.4229389
Myanmar,1976,0.0
"Middle East, North Africa, Afghanistan & Pakistan (excluding high income)",1976,566529594.356834
Mozambique,1976,-12640000.0
Mauritania,1976,1554786.7998946
Mauritius,1976,3142995.0502532
Malawi,1976,9699999.9
Malaysia,1976,381259652.112456
North America,1976,5360721215.75787
Niger,1976,9889077.68217057
Nigeria,1976,339000000.0
Nicaragua,1976,12900000.0
Netherlands,1976,581098299.089074
Norway,1976,371391272.280849
Nepal,1976,-40000.0
New Zealand,1976,277639999.9
OECD members,1976,15985177411.6398
Oman,1976,81354951.0172407
Other small states,1976,37111169.4943947
Pakistan,1976,8220530.16788921
Peru,1976,71888999.9
Philippines,1976,153500000.0
Papua New Guinea,1976,20830132.1537563
Poland,1976,6000000.0
Pre-demographic dividend,1976,916132670.521314
Portugal,1976,62999101.1965024
Paraguay,1976,22000000.0
Pacific island small states,1976,22383282.3797788
Post-demographic dividend,1976,15435877489.4496
French Polynesia,1976,450000.0
Qatar,1976,200000.0
Romania,1976,0.0
Rwanda,1976,5860000.0
South Asia,1976,-2145430.64257424
Saudi Arabia,1976,-396600566.684589
Sudan,1976,5839999.9
Senegal,1976,35865169.5878975
Singapore,1976,230690621.686814
Solomon Islands,1976,4888282.37977881
Sierra Leone,1976,8500000.0
El Salvador,1976,12960000.0
"Somalia, Fed. Rep.",1976,2200000.0
Sub-Saharan Africa (excluding high income),1976,1010304702.99572
Sub-Saharan Africa,1976,1016639888.21081
Small states,1976,222214860.514423
Sao Tome and Principe,1976,0.0
Suriname,1976,1060000.0
Sweden,1976,4864300.2675861
Eswatini,1976,7359999.9936
Seychelles,1976,6335185.2150895
Syrian Arab Republic,1976,100000.0
Chad,1976,26800000.0
East Asia & Pacific (IDA & IBRD countries),1976,1404340314.5379
Europe & Central Asia (IDA & IBRD countries),1976,16000000.0
Togo,1976,5624596.024053
Thailand,1976,79117247.8919088
Latin America & the Caribbean (IDA & IBRD countries),1976,2056032418.44181
"Middle East, North Africa, Afghanistan & Pakistan (IDA & IBRD)",1976,566529594.356834
Tonga,1976,0.0
South Asia (IDA & IBRD),1976,-2145430.64257424
Sub-Saharan Africa (IDA & IBRD countries),1976,1016639888.21081
Trinidad and Tobago,1976,132154443.349673
Tunisia,1976,109614599.98744
Turkiye,1976,10000000.0
Tanzania,1976,6559999.9
Uganda,1976,2049999.9
Upper middle income,1976,3721593715.6632
Uruguay,1976,3149999.9
United States,1976,2910000000.0
"Venezuela, RB",1976,-889000000.0
British Virgin Islands,1976,800000.0
Viet Nam,1976,-340000.0
Vanuatu,1976,10100000.0
World,1976,20577011011.3995
Samoa,1976,65000.0
South Africa,1976,18400004.6
Zambia,1976,31000000.0
Zimbabwe,1976,29090000.0
Africa Eastern and Southern,1977,67103622.206923
Afghanistan,1977,-240000.0
Africa Western and Central,1977,778790474.853075
Arab World,1977,924430386.842686
United Arab Emirates,1977,112239999.9
Argentina,1977,144000000.0
Antigua and Barbuda,1977,2200000.0
Australia,1977,1141019599.1
Austria,1977,96810000.0
Burundi,1977,-250000.0
Belgium,1977,1274930000.0
Benin,1977,3126021.57196208
Burkina Faso,1977,4969999.9
Bangladesh,1977,6980000.0
Bahrain,1977,650000.0
"Bahamas, The",1977,31400000.0
Bolivia,1977,-1200000.0
Brazil,1977,1833000000.0
Barbados,1977,4914000.0
Brunei Darussalam,1977,-3290000.0
Botswana,1977,12233365.1123827
Central African Republic,1977,-2845168.07135611
Canada,1977,3371826624.08886
Central Europe and the Baltics,1977,5000000.0
Chile,1977,21000000.0
Cote d'Ivoire,1977,14650000.0
Cameroon,1977,8710528.85937352
"Congo, Dem. Rep.",1977,18190000.0
"Congo, Rep.",1977,1986323.6
Colombia,1977,65000000.0
Cabo Verde,1977,0.0
Costa Rica,1977,62500000.0
Caribbean small states,1977,110670960.818431
Cayman Islands,1977,25719999.9
Cyprus,1977,41409229.3606028
Germany,1977,949983808.586455
Djibouti,1977,1980000.0
Dominica,1977,80000.0
Denmark,1977,75799728.5000125
Dominican Republic,1977,71500000.0
Algeria,1977,178452646.789187
East Asia & Pacific (excluding high income),1977,1001681449.00282
Early-demographic dividend,1977,2294355142.98216
East Asia & Pacific,1977,3025173435.46482
Europe & Central Asia (excluding high income),1977,27000000.0
Europe & Central Asia,1977,12618809029.8232
Ecuador,1977,34500000.0
"Egypt, Arab Rep.",1977,104777603.416204
Euro area,1977,7248983511.66335
Spain,1977,607674770.017613
Ethiopia,1977,5845410.63084319
European Union,1977,7411236947.02411
Fragile and conflict affected situations,1977,114816658.919227
Finland,1977,48060229.1996462
Fiji,1977,17100000.0
France,1977,1896159371.65279
Gabon,1977,34899999.9
United Kingdom,1977,4426545753.96917
Ghana,1977,19217479.3838501
Guinea,1977,-1830000.0
"Gambia, The",1977,-560000.0
Guinea-Bissau,1977,40000.0
Greece,1977,387000000.0
Grenada,1977,-100000.0
Guatemala,1977,97500000.0
Guyana,1977,-1764705.88304498
High income,1977,22267927922.23
"Hong Kong SAR, China",1977,273737273.0
Honduras,1977,8900000.0
Heavily indebted poor countries (HIPC),1977,421326634.480851
Haiti,1977,8000000.0016
IBRD only,1977,3877538949.39299
IDA & IBRD total,1977,5087855049.29258
IDA total,1977,995583280.167764
IDA blend,1977,581106574.034116
Indonesia,1977,235000000.0
IDA only,1977,414476706.133648
India,1977,-36060000.0
Ireland,1977,136240000.0
"Iran, Islamic Rep.",1977,345690000.0
Iraq,1977,4389999.9
Iceland,1977,4200000.0
Israel,1977,81000000.0
Italy,1977,1129034014.86375
Jamaica,1977,-9700000.0
Jordan,1977,11230237.2141552
Japan,1977,21000000.0
Kenya,1977,56545225.6651086
"Korea, Rep.",1977,94000000.0
Kuwait,1977,1330000.0
Latin America & Caribbean (excluding high income),1977,2673421999.9016
Lao PDR,1977,640000.0
Lebanon,1977,6099999.9
Liberia,1977,170449999.9
Libya,1977,-451273599.654362
St. Lucia,1977,13000000.0
Latin America & Caribbean,1977,2977422960.62003
Least developed countries: UN classification,1977,375362499.843743
Low income,1977,267788361.397601
Sri Lanka,1977,-1218567.2109
Lower middle income,1977,1110777072.69356
Low & middle income,1977,4874886935.4438
Lesotho,1977,440000.0
Late-demographic dividend,1977,3155941723.36279
Morocco,1977,7994056.27289948
Madagascar,1977,-2767842.15201272
Maldives,1977,1200000.0
"Middle East, North Africa, Afghanistan & Pakistan",1977,1364399496.69852
Mexico,1977,327101999.9
Middle income,1977,4601253163.41536
Mali,1977,3052755.44136922
Malta,1977,18469880.9169504
Myanmar,1977,60000.0
"Middle East, North Africa, Afghanistan & Pakistan (excluding high income)",1977,317665109.720629
Mauritania,1977,4123975.17572434
Mauritius,1977,2270213.41301668
Malawi,1977,5537539.58685068
Malaysia,1977,405885818.525049
North America,1977,6291826624.08886
Niger,1977,12850065.2378702
Nigeria,1977,440514242.45646
Nicaragua,1977,10000000.0
Netherlands,1977,605297449.113877
Norway,1977,768296209.74682
Nepal,1977,0.0
New Zealand,1977,154319999.9
OECD members,1977,20836168023.4514
Oman,1977,48060220.173886
Other small states,1977,93314257.8328328
Pakistan,1977,15223204.0146096
Panama,1977,10900000.0
Peru,1977,54100000.0
Philippines,1977,210000000.0
Papua New Guinea,1977,19802242.9724937
Poland,1977,5000000.0
Pre-demographic dividend,1977,868827918.369172
Portugal,1977,57914757.951664
Paraguay,1977,21700000.0
Pacific island small states,1977,24225491.3230701
Post-demographic dividend,1977,20697912291.9304
French Polynesia,1977,240000.0
Qatar,1977,2020000.0
Romania,1977,0.0
Rwanda,1977,4950000.0
South Asia,1977,-29098567.2109
Saudi Arabia,1977,782964285.987057
Sudan,1977,8269999.9
Senegal,1977,27963239.8429421
Singapore,1977,291465114.461998
Solomon Islands,1977,4435491.3230701
Sierra Leone,1977,5058889.54871564
El Salvador,1977,18640000.0
"Somalia, Fed. Rep.",1977,7780000.0
Sub-Saharan Africa (excluding high income),1977,838829162.900335
Sub-Saharan Africa,1977,845894097.059998
Small states,1977,228210709.974334
Sao Tome and Principe,1977,0.0
Suriname,1977,-22600000.0
Sweden,1977,81453706.8607516
Eswatini,1977,20009999.9826
Seychelles,1977,7064934.15966293
Syrian Arab Republic,1977,90000.0
Chad,1977,21153560.0383945
East Asia & Pacific (IDA & IBRD countries),1977,1001681449.00282
Europe & Central Asia (IDA & IBRD countries),1977,32000000.0
Togo,1977,11258562.0677697
Thailand,1977,106077896.182212
Latin America & the Caribbean (IDA & IBRD countries),1977,2919712960.72003
